ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,contrib_EE_regular_2014,contrib_EE_regular_2015,contrib_EE_regular_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,InflationAssumption_GASB_2014,InflationAssumption_GASB_2015,InflationAssumption_GASB_2016,InvestmentReturnAssumption_GASB_2014,InvestmentReturnAssumption_GASB_2015,InvestmentReturnAssumption_GASB_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,discount,discount_source,infl.ppd,infl.ppd_source,eec,eec_source,avgsalary,avgbenefit,avgbenefit_best,eecRate.ppd_calc,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
104,Texas County & District,TX,General-Local,NA,NA,NA,23751800,25398800,NA,11392427.09,12122510.79,NA,125860,129217,NA,5778988,6122301.5,NA,26252800,28632500,NA,53169,56362,NA,19.03199959,19.6439991,NA,NA,NA,NA,383186.524,414806.917,NA,NA,NA,NA,964456.438,1069109.567,NA,0.03,0.03,NA,0.08,0.08,NA,24715158.47,24529677.67,NA,NA,NA,NA,5.78E+06,6122300,NA,NA,NA,NA,2.50E+06,3233700,NA,28632500,ActLiabilities_GASB_2015,6122300,payroll_2015,24529677.67,MktAssets_net_2015,25398800,ActAssets_GASB_2015,3233700,UAAL_GASB_2015,129217,actives_tot_2015,56362,beneficiaries_tot_2015,1069109.567,expense_TotBenefits_2015,19643.9991,BeneficiaryBenefit_avg_2015,0.08,InvestmentReturnAssumption_GASB_2015,0.03,InflationAssumption_GASB_2015,414806917,contrib_EE_regular_2015,47379.9887,18968.62366,18968.62366,0.067753445,5,5,NA,closed,closed,NA,levpercent,levpercent,NA,20,20,NA,5,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levpercent,pctdollf_2015,20,UAALAmortPeriod_GASB_2015
105,Texas ERS,TX,General-S&L,NA,NA,NA,25431922.5,25850542.02,26557130.71,25431922.5,25850542.02,26557130.71,134162,142409,146390,5.95E+06,6659647,6806457.5,32924737.21,33868359.95,35303165.36,95840,100003,103758,19.15200043,19.40200043,19.66799927,1835520.25,1940308.25,2040687.75,430594.896,462159.534,674677.886,5955461,6150194.66,6742143.036,1936746.609,2046119.455,2151604.135,0.035,0.035,0.035,0.08,0.08,0.08,25050116.47,23998481.16,24465580.12,25050120,23998480,24465580,6171443.191,6659646.892,6806457.317,39510920,37264925,44222557,7492814.715,8017817.926,8746034.657,35303165.36,ActLiabilities_GASB_2016,6806457.317,payroll_2016,24465580.12,MktAssets_net_2016,26557130.71,ActAssets_GASB_2016,8746034.657,UAAL_GASB_2016,146390,actives_tot_2016,103758,beneficiaries_tot_2016,2040687.75,benefits_tot_2016,19667.99927,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,674677886,contrib_EE_regular_2016,46495.3707,19667.76297,19667.76297,0.099123208,1,1,1,open,open,open,levpercent,levpercent,levpercent,31,31,31,1,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,31,UAALAmortPeriod_GASB_2016
106,Texas LECOS,TX,Safety,NA,NA,NA,883594.932,909249.614,933534.062,883594.932,909249.614,933534.062,37084,38526,39066,1.54E+06,1616433.25,1743679,1206769.921,1262311.389,1312392.501,10024,10845,11515,5.32705164,5.291278362,5.304460526,53398.36719,57383.91406,61080.86328,8179.64,8376.472,9538.658,1496013,1506027.764,1725879.688,55227.807,59220.363,62720.133,0.035,0.035,0.035,0.08,0.08,0.08,869877.651,844145.332,860049.223,869878,844140,860049,1609490.56,1750709.09,1743679.004,1542980,1764790,2213802,323174.989,353061.775,378858.439,1312392.501,ActLiabilities_GASB_2016,1743679.004,payroll_2016,860049.223,MktAssets_net_2016,933534.062,ActAssets_GASB_2016,378858.439,UAAL_GASB_2016,39066,actives_tot_2016,11515,beneficiaries_tot_2016,61080.86328,benefits_tot_2016,5304.460526,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,9538658,contrib_EE_regular_2016,44634.18328,5304.460554,5304.460554,0.005470421,1,1,1,open,open,open,levpercent,levpercent,levpercent,31,31,31,1,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,31,UAALAmortPeriod_GASB_2016
107,Texas Municipal,TX,General-Local,NA,NA,NA,22860398.82,24347200.58,25843567.42,22860398.82,24347200.58,25843567.42,104019,106894,108891,NA,NA,NA,26646875.27,28378352.78,3.00E+07,53455,56481,59611,19.24183273,19.52488518,NA,NA,NA,NA,355413.935,376103.505,NA,NA,NA,NA,1028572.12,1102785.029,NA,0.03,0.025,NA,0.07,0.0675,NA,23727477.93,23708162.58,NA,NA,NA,NA,5.38E+06,5.68E+06,6.12E+06,NA,NA,NA,3786476.451,4031152.205,4.12E+06,3.00E+07,ActLiabilities_GASB_2016,6.12E+06,payroll_2016,23708162.58,MktAssets_net_2015,25843567.42,ActAssets_GASB_2016,4.12E+06,UAAL_GASB_2016,108891,actives_tot_2016,59611,beneficiaries_tot_2016,1102785.029,expense_TotBenefits_2015,19524.88518,BeneficiaryBenefit_avg_2015,0.0675,InvestmentReturnAssumption_GASB_2015,0.025,InflationAssumption_GASB_2015,376103505,contrib_EE_regular_2015,56221.35897,18499.69014,18499.69014,0.061434744,10,NA,NA,NA,open,NA,levpercent,levpercent,NA,25,25,NA,10,AssetSmoothingPeriod_GASB_2014,open,openclosedf_2015,levpercent,pctdollf_2015,25,UAALAmortPeriod_GASB_2015
108,Texas Teachers,TX,Teachers,NA,NA,NA,1.28E+08,1.33E+08,1.39E+08,128397777.9,133485187.6,138786120.7,857342,828945,847673,39195084,3.96E+07,4.24E+07,1.60E+08,1.66E+08,1.74E+08,363182,377738,393914,22.91500092,23.12400055,23.38899994,8322480.5,8734950,9213165,2357686,2576024.311,2943669.32,36654291,38448124,40742826.33,8631080.204,9021387.398,9471551.259,0.03,0.025,0.025,0.08,0.08,0.08,132779243.1,128538706.2,134008637.5,132779243.1,128538706,134008637,3.92E+07,3.96E+07,4.24E+07,159496075.9,163887375,171797150,3.16E+07,3.30E+07,3.55E+07,1.74E+08,ActLiabilities_GASB_2016,4.24E+07,payroll_2016,134008637.5,MktAssets_net_2016,1.39E+08,ActAssets_GASB_2016,3.55E+07,UAAL_GASB_2016,847673,actives_tot_2016,393914,beneficiaries_tot_2016,9213165,benefits_tot_2016,23388.99994,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,2943669320,contrib_EE_regular_2016,49990.97529,23388.77268,23388.77268,0.069465483,5,5,5,open,open,open,levpercent,levpercent,levpercent,29.8,33,33,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,33,UAALAmortPeriod_GASB_2016
109,TN Political Subdivisions,TN,General-Local,NA,NA,NA,7895310.827,8392337.533,NA,NA,42715414.55,NA,135554,138267,134859,75030,NA,NA,8142483.915,8495094.154,NA,87421,91683,0,11.9673996,12.23280239,NA,1046202,1121540,NA,75030,77020,90919,NA,NA,NA,1046202,1121540,1196884,0.03,NA,0.03,0.075,NA,0.075,21690184,21940384,22038187,NA,NA,NA,2411045.77,2447143.959,NA,NA,NA,NA,247173.088,102756.621,NA,8495094.154,ActLiabilities_GASB_2015,2447143.959,payroll_2015,22038187,MktAssets_net_2016,8392337.533,ActAssets_GASB_2015,102756.621,UAAL_GASB_2015,134859,actives_tot_2016,0,beneficiaries_tot_2016,1121540,benefits_tot_2015,12232.80239,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,9.09E+07,contrib_EE_regular_2016,18145.94472,Inf,12232.80239,0.037153106,10,NA,10,closed,NA,closed,levdollar,NA,levdollar,6,NA,8,10,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,8,UAALAmortPeriod_GASB_2016
110,TN State and Teachers,TN,General-State,NA,NA,NA,33098741.32,34346448.84,NA,NA,42715414.55,NA,78506,69140,NA,75030,NA,NA,35100413.14,36077266.08,NA,45869,47292,NA,22.12143326,22.715765,NA,1014688,1074274,NA,195521,187122,181763,6583485.835,6282597.034,5997729.641,1014688,1074274,1115822,0.03,NA,0.03,0.075,NA,0.075,21214973,21284877,21210039,30680784.13,30725280.04,NA,6084166.462,5931403.378,5997729.641,31103890.79,32418219.94,NA,2001671.82,1730817.241,NA,36077266.08,ActLiabilities_GASB_2015,5997729.641,payroll_2016,21210039,MktAssets_net_2016,34346448.84,ActAssets_GASB_2015,1730817.241,UAAL_GASB_2015,69140,actives_tot_2015,47292,beneficiaries_tot_2015,1074274,benefits_tot_2015,22715.765,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,1.82E+08,contrib_EE_regular_2016,86747.60835,22715.76588,22715.76588,0.030305301,10,NA,10,closed,NA,closed,levdollar,NA,levdollar,6,NA,8,10,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,8,UAALAmortPeriod_GASB_2016
111,University of California,CA,Teachers,NA,NA,NA,48327981,53762286,57228542,48327981,53762286,69305423,120568,123768,128513,10395902,11086876,11877642,60417177,65841255,69305423,64191,67321,70077,38.32312775,39.37040329,40.51124954,2.46E+06,2650455,2838906.75,577446,793012,NA,9372583,10047570,10689424,2578054,2798546,3105641,0.035,0.035,0.03,0.075,0.075,0.0725,52783867,55055450,54164532,52783867,55055450,54164532,9299817,9927833,10607630,60529332,65705091,69230762,12089196,12078969,12076881,69305423,ActLiabilities_GASB_2016,10607630,payroll_2016,54164532,MktAssets_net_2016,57228542,ActAssets_GASB_2016,12076881,UAAL_GASB_2016,128513,actives_tot_2016,70077,beneficiaries_tot_2016,2838906.75,benefits_tot_2016,40511.24954,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,7.93E+08,contrib_EE_regular_2015,82541.29932,40511.24834,40511.24834,0.074758641,5,5,5,closed,closed,fixed,levdollar,levdollar,levdollar,NA,NA,15,5,AssetSmoothingPeriod_GASB_2016,fixed,openclosedf_2016,levdollar,pctdollf_2016,15,UAALAmortPeriod_GASB_2016
112,Utah Noncontributory,UT,General-S&L,NA,NA,NA,20225016,21539002,NA,25473963,27124148,NA,71827,68273,NA,3570912,3458286,NA,24043264,24899570,NA,45921,47723,NA,20.68199921,21.53300095,NA,1043798,1123647,NA,13587,17020,16308,3570912,3458286,NA,1043798,1123647,1184317,0.0275,0.026,NA,0.075,0.072,NA,21096512,21192437,22618743,21096512,21192437,NA,3567701,3458286,NA,24043264,24899572,NA,3818248,3360568,NA,24899570,ActLiabilities_GASB_2015,3458286,payroll_2015,22618743,MktAssets_net_2016,21539002,ActAssets_GASB_2015,3360568,UAAL_GASB_2015,68273,actives_tot_2015,47723,beneficiaries_tot_2015,1123647,benefits_tot_2015,21533.00095,BeneficiaryBenefit_avg_2015,0.072,InvestmentReturnAssumption_GASB_2015,0.026,InflationAssumption_GASB_2015,1.63E+07,contrib_EE_regular_2016,50653.787,23545.18785,23545.18785,0.004715631,5,5,NA,closed,closed,NA,levpercent,levpercent,NA,19,18,NA,5,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levpercent,pctdollf_2015,18,UAALAmortPeriod_GASB_2015
113,Vermont State Employees,VT,General-State,NA,NA,NA,1566076,1636267.663,1707267.941,1566075.54,1636267.663,1707267.941,8325,8446,8436,437675.9063,462057.0313,471268.125,2010090,2178826.481,2289451.54,5980,6204,6542,17.46702194,17.97486687,18.25481224,104452.7969,111516.0703,119422.9766,31745.692,33296.248,34055.217,437675.917,462057.022,NA,101640.116,107877.482,116214.849,0.0325,0.0325,0.0325,0.085,0.0795,0.0795,1657245.868,1624861.239,1609650.152,1657245.868,1624861.239,1609650.152,437676,462057.022,471268.111,2008887.949,2169908.969,2271588.388,444014,542558.818,582183.599,2289451.54,ActLiabilities_GASB_2016,471268.111,payroll_2016,1609650.152,MktAssets_net_2016,1707267.941,ActAssets_GASB_2016,582183.599,UAAL_GASB_2016,8436,actives_tot_2016,6542,beneficiaries_tot_2016,119422.9766,benefits_tot_2016,18254.81224,BeneficiaryBenefit_avg_2016,0.0795,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,34055217,contrib_EE_regular_2016,55863.92971,18254.81146,18254.81146,0.072262935,1,1,1,NA,closed,closed,NA,levpercent,levpercent,24,23,22,1,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,22,UAALAmortPeriod_GASB_2016
114,Vermont Teachers,VT,Teachers,NA,NA,NA,1610286,1662345.707,1716296.235,1586515.753,1662345.707,1716296.235,9952,9585,9919,567073.625,576393.6875,586397.0625,2687049,2837374.737,2942024.08,8086,8484,8763,18.23017883,18.95897484,19.25925064,147409.2188,160847.9375,168768.8125,32558.584,34863.531,35408.763,563623.421,560665.8655,557708.31,163445.639,148074.836,161120.233,0.0325,0.0325,0.0325,0.085,0.0795,0.0795,1705364.605,1653947.328,1620899.749,1705364.604,1653116,1620899.749,567074,576393.699,586397.072,2663801.594,2839621,2930423.2,1076764,1175029.03,1225727.845,2942024.08,ActLiabilities_GASB_2016,586397.072,payroll_2016,1620899.749,MktAssets_net_2016,1716296.235,ActAssets_GASB_2016,1225727.845,UAAL_GASB_2016,9919,actives_tot_2016,8763,beneficiaries_tot_2016,168768.8125,benefits_tot_2016,19259.25064,BeneficiaryBenefit_avg_2016,0.0795,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,35408763,contrib_EE_regular_2016,59118.5676,19259.25054,19259.25054,0.060383594,NA,NA,NA,NA,NA,NA,levpercent,levpercent,levpercent,NA,NA,NA,NA,AssetSmoothingPeriod_GASB_2014,NA,openclosedf_2014,levpercent,pctdollf_2016,NA,UAALAmortPeriod_GASB_2014
115,Virginia Retirement System,VA,General-S&L,NA,NA,NA,57144567,62083601,65203736,57144567,62083601,65203736,328494,328833,330257,15671359,15901380,16325998,82083384,84711142,87118992,172687,179968,187468,21.03604698,21.42020226,21.51811028,3632652,3854951,4033957,701363,745161,788969,15609501,15826899,16231177,3711208,3935656,4169852,0.025,0.025,0.025,0.07,0.07,0.07,62207257,64074092,63954159,46300708,64025668,63954159,15671359,15901380,16325998,64294672,85386606,87958007,24938817,22627541,21915256,87118992,ActLiabilities_GASB_2016,16325998,payroll_2016,63954159,MktAssets_net_2016,65203736,ActAssets_GASB_2016,21915256,UAAL_GASB_2016,330257,actives_tot_2016,187468,beneficiaries_tot_2016,4033957,benefits_tot_2016,21518.11028,BeneficiaryBenefit_avg_2016,0.07,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,7.89E+08,contrib_EE_regular_2016,49434.22244,21518.10976,21518.10976,0.048325928,5,5,5,open,closed,closed,levpercent,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
117,Washington LEOFF Plan 2,WA,Safety,NA,NA,NA,8.64E+06,9320200,1.00E+07,8.64E+06,9.32E+06,NA,16773,17019,17186,1.66E+06,1.74E+06,NA,8.07E+06,8838500,9.57E+06,3235,3710,4259,40.31999969,40.83180618,43.2183609,NA,NA,NA,140921,146679,151659,1674432,1744180,1804024,124921,151486,184067,0.03,0.03,NA,0.075,0.075,0.077,9251256,9833649,10211360,9250802,9832669,10210620,1.66E+06,1742900,1804024,7923759,8804869,9628990,-5.69E+05,-481700,-4.50E+05,9.57E+06,ActLiabilities_GASB_2016,1804024,payroll_2016,10211360,MktAssets_net_2016,1.00E+07,ActAssets_GASB_2016,-4.50E+05,UAAL_GASB_2016,17186,actives_tot_2016,4259,beneficiaries_tot_2016,184067,expense_TotBenefits_2016,43218.3609,BeneficiaryBenefit_avg_2016,0.077,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2015,1.52E+08,contrib_EE_regular_2016,104970.5574,43218.36112,43218.36112,0.084067063,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,AssetSmoothingPeriod_GASB_2015,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
119,Washington PERS 2/3,WA,General-S&L,NA,NA,NA,26386300,28292300,3.03E+07,2.64E+07,2.83E+07,NA,147679,149370,152917,8.72E+06,NA,NA,29321300,32007600,3.48E+07,37776,41879,46275,14.9740572,15.88882256,16.77391624,NA,NA,NA,346270,355350,472528,8607757,8876898,9323463,565660,665408,776213,0.03,0.03,NA,0.078,0.077,0.077,28100301,29515161,30485052,28098809,29511959,30482624,8718700,8984400,9323463,30120170,33085016,35517545,2.94E+06,3715300,4.50E+06,3.48E+07,ActLiabilities_GASB_2016,9323463,payroll_2016,30485052,MktAssets_net_2016,3.03E+07,ActAssets_GASB_2016,4.50E+06,UAAL_GASB_2016,152917,actives_tot_2016,46275,beneficiaries_tot_2016,776213,expense_TotBenefits_2016,16773.91624,BeneficiaryBenefit_avg_2016,0.077,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2015,4.73E+08,contrib_EE_regular_2016,60970.7423,16773.9168,16773.9168,0.050681598,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,AssetSmoothingPeriod_GASB_2015,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
120,Washington School Employees Plan 2/3,WA,General-S&L,NA,NA,NA,3623800,3900600,4.18E+06,3.62E+06,3.90E+06,NA,53782,55805,58264,1.59E+06,1.70E+06,NA,3.97E+06,4381500,4.83E+06,10621,12312,14088,7.703999996,7.812215805,8.00347805,NA,NA,NA,31305,34939,45946,1616447,1720489,1877907,81216,96184,112753,0.03,0.03,NA,0.078,0.077,0.077,3856353,4067855,4214481,3856083,4067277,4214039,1590700,1696800,1877907,4066004,4473428,4870806,341200,480900,6.45E+05,4.83E+06,ActLiabilities_GASB_2016,1877907,payroll_2016,4214481,MktAssets_net_2016,4.18E+06,ActAssets_GASB_2016,6.45E+05,UAAL_GASB_2016,58264,actives_tot_2016,14088,beneficiaries_tot_2016,112753,expense_TotBenefits_2016,8003.47805,BeneficiaryBenefit_avg_2016,0.077,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2015,4.59E+07,contrib_EE_regular_2016,32231.00027,8003.478137,8003.478137,0.0244666,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,AssetSmoothingPeriod_GASB_2015,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
122,Washington Teachers Plan 2/3,WA,Teachers,NA,NA,NA,9.19E+06,9952800,1.07E+07,9.19E+06,9.95E+06,NA,65469,67467,69948,4.45E+06,4.67E+06,NA,9819100,10831400,1.20E+07,9988,11758,13530,14.9701643,15.58190155,16.11315536,NA,NA,NA,41081,47206,64263,4436592,4681511,5054071,149522,183212,218011,0.03,0.03,NA,0.078,0.077,0.077,9791313,10378791,10800260,9790490,10377031,10798925,4450400,4667100,5054071,10113479,11220833,12172222,626100,878500,1.26E+06,1.20E+07,ActLiabilities_GASB_2016,5054071,payroll_2016,10800260,MktAssets_net_2016,1.07E+07,ActAssets_GASB_2016,1.26E+06,UAAL_GASB_2016,69948,actives_tot_2016,13530,beneficiaries_tot_2016,218011,expense_TotBenefits_2016,16113.15536,BeneficiaryBenefit_avg_2016,0.077,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2015,6.43E+07,contrib_EE_regular_2016,72254.6892,16113.15595,16113.15595,0.012715096,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,AssetSmoothingPeriod_GASB_2015,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
123,West Virginia PERS,WV,General-S&L,NA,NA,NA,5208828,5565081,5888558,5208828,5565081,5888558,36413,36122,36150,1389089,1392113,1323296,6271827,6412587,6615406,24931,25679,26293,14.09712696,14.15534115,14.55052662,351455.4688,NA,NA,60899,61838,62801,1389850,1373129,1392113,342683,363495,382577,0.03,0.03,0.03,0.075,0.075,0.075,5761109,5853556,5697380,5761109,5853811,5697470,1389089,1392113,1323296,6113764,6412246,6616588,1062999,847506,726848,6615406,ActLiabilities_GASB_2016,1323296,payroll_2016,5697380,MktAssets_net_2016,5888558,ActAssets_GASB_2016,726848,UAAL_GASB_2016,36150,actives_tot_2016,26293,beneficiaries_tot_2016,351455.4688,benefits_tot_2014,14550.52662,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,6.28E+07,contrib_EE_regular_2016,36605.69848,13366.88353,13366.88353,0.047458014,4,4,4,closed,closed,closed,levdollar,levdollar,levdollar,21,20,19,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,19,UAALAmortPeriod_GASB_2016
124,West Virginia Teachers,WV,Teachers,NA,NA,NA,6682093,6803089,6936281,6682093,6803089,6543087,35724,35788,35811,1481786,NA,NA,10098693,10310652,10604279,3.40E+04,34738,35440,20.72546196,20.46269226,21.13823318,704665.6875,NA,NA,90612,94694,95177,1493515,1481786,1511271,668923,710833,749139,0.03,0.03,0.03,0.075,0.075,0.075,6682093,6803342,6543086,6682093,6803089,6543087,1481786,1649307,1638863,10115959,10268744,10652921,3416600,3507563,3667998,10604279,ActLiabilities_GASB_2016,1638863,payroll_2016,6543086,MktAssets_net_2016,6936281,ActAssets_GASB_2016,3667998,UAAL_GASB_2016,35811,actives_tot_2016,35440,beneficiaries_tot_2016,704665.6875,benefits_tot_2014,21138.23318,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,9.52E+07,contrib_EE_regular_2016,45764.23445,19883.34333,19883.34333,0.058075019,0,0,0,closed,closed,closed,levdollar,levdollar,levdollar,20,19,NA,0,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,19,UAALAmortPeriod_GASB_2015
125,Wisconsin Retirement System,WI,General-S&L,NA,NA,NA,89360400,91502400,95396200,86109303.26,88673713.48,92112530.22,256100,256077,NA,13037400,13273100,1.35E+07,89392100,91526500,9.54E+07,185605,191795,0,23.51714706,22.75815392,NA,4364900,4364900,NA,906499,937225,NA,13219500,13530500,NA,4574649,4861228,NA,0.032,0.032,0.032,0.072,0.072,0.072,92146772,88504670,NA,92147400,88504700,NA,13219500,13530500,1.37E+07,89691100,90129700,NA,31700,24100,17800,9.54E+07,ActLiabilities_GASB_2016,1.37E+07,payroll_2016,88504670,MktAssets_net_2015,95396200,ActAssets_GASB_2016,17800,UAAL_GASB_2016,256077,actives_tot_2015,0,beneficiaries_tot_2016,4364900,benefits_tot_2015,22758.15392,BeneficiaryBenefit_avg_2015,0.072,InvestmentReturnAssumption_GASB_2016,0.032,InflationAssumption_GASB_2016,9.37E+08,contrib_EE_regular_2015,53522.9638,Inf,22758.15392,0.068380636,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
126,Wyoming Public Employees,WY,General-S&L,NA,NA,NA,6609612.342,6814919.591,7063051.856,6609612.342,6814919.591,7063051.856,36489,36577,35892,1818197,1858678.625,1851873.625,8370666.482,8713353.524,9039303.831,23760,24728,25768,17.6041584,18.22184372,18.76288795,NA,NA,NA,137144.565,147360.098,147649.738,1709412.443,1744073.882,NA,418274.815,450589.769,483482.106,0.0325,0.0325,0.0325,0.0775,0.0775,0.0775,6672165.875,6427796.404,6678504.705,6672165.875,6427796.404,NA,1818197.022,1858678.687,1851873.634,8436858.102,8757144.255,NA,1761054.14,1858678.687,1976251.975,9039303.831,ActLiabilities_GASB_2016,1851873.634,payroll_2016,6678504.705,MktAssets_net_2016,7063051.856,ActAssets_GASB_2016,1976251.975,UAAL_GASB_2016,35892,actives_tot_2016,25768,beneficiaries_tot_2016,483482.106,expense_TotBenefits_2016,18762.88795,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,147649738,contrib_EE_regular_2016,51595.72144,18762.88831,18762.88831,0.079729921,5,5,5,open,open,open,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
127,Arizona State Corrections Officers,AZ,Safety,NA,NA,NA,1511212,1571431,1678275,1511211.514,1571430.528,1678275.008,14595,14184,13846,625263.875,616267.5,599319,2637545,2740236,2930678,4090,4410,4785,26.29881096,26.3531189,26.46278572,107562.1406,116217.2578,126624.4297,42697.294,42816.526,42539.91,625263.855,616267.477,599318.976,91318.857,97251.701,104815.27,0.04,0.03,0.03,0.0785,0.0785,0.075,1179725.924,1205559.015,1210095.975,1497245.001,1539868.12,1552273.458,625264,616267,599319,2637545.164,2740236.383,2930678.257,1126333,1168805,1252403,2930678,ActLiabilities_GASB_2016,599319,payroll_2016,1210095.975,MktAssets_net_2016,1678275,ActAssets_GASB_2016,1252403,UAAL_GASB_2016,13846,actives_tot_2016,4785,beneficiaries_tot_2016,126624.4297,benefits_tot_2016,26462.78572,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,42539910,contrib_EE_regular_2016,43284.63094,26462.78572,26462.78572,0.070980413,7,7,7,closed,closed,closed,levpercent,levpercent,levpercent,22,21,20,7,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
